Respiratory_Seq_ID,External_ID,Date,Site,Adenovirus,Bocavirus,Coronavirus,Enterovirus,Metapneumovirus,Parainfluenza,Parechovirus,RSV,Rhinovirus,Rubulavirus,Influenza,Polyomavirus,SARS-CoV-2
I84409,AWW267(2),220627,ASUT15,4044,6471,6070,8115,4135,1105,5825,1657,3204,5653,3162,8091,9715
I84410,AWW268(2),220627,ASUT16,4365,2440,7445,4541,1884,9815,4521,6950,6537,4612,38,1961,4986
I85252,AWW270(2),220705,ASUT05,2940,7092,5563,6439,3736,162,9867,8959,6641,8755,4371,7722,3441
I85253,AWW269(2),220705,ASUT01,505,7665,2012,596,115,7092,830,379,3920,2429,2177,6427,7845
I85254,AWW278(2),220705,ASUT12,9134,380,2737,5358,5337,8286,7636,7996,2523,1728,9074,6430,9258
I85255,AWW279(2),220705,ASUT15,28,8102,8706,8312,9934,6442,3884,72,4934,8151,5209,3322,1744
I85256,AWW277(2),220705,ASUT11,7929,1164,5795,5948,5296,9780,9670,5,1837,2848,1473,6683,4766
I85257,AWW276(2),220705,ASUT10,2771,3064,9487,9329,337,1501,8992,1960,4819,6206,8553,4842,4420
I85258,AWW275(2),220705,ASUT09,7367,7541,2685,125,9976,562,6478,9871,4640,4781,6603,423,8758
I85259,AWW274(2),220705,ASUT08,4434,8088,450,1453,9341,2402,2700,4615,5533,2097,4115,1153,1579
I85260,AWW273(2),220705,ASUT07,3058,5240,6207,8434,6998,9324,2323,9532,3007,8594,9668,1734,4499
I85261,AWW271(2),220705,ASUT02,5185,1124,5239,8389,2682,2918,1968,20,2189,4872,6482,4674,4345
I85262,AWW272(2),220705,ASUT04,2477,5343,5032,9647,2706,3599,1413,9410,6048,1131,9062,6984,3856
I85264,AWW280(2),220705,ASUT16,3831,8461,9623,1930,3924,1920,5475,9780,2491,6476,374,3214,3148
I88547,AWW281(2),220711,ASUT01,3602,6294,2459,7524,8766,5807,1844,5182,9763,5353,1194,2029,6290
I88548,AWW282(2),220711,ASUT05,8854,7791,1084,7894,101,4911,1085,9963,5270,3181,6412,8189,9216
I88549,AWW283(2),220711,ASUT06,8258,6836,904,9866,3030,3470,1499,5153,6365,8562,2034,8230,2636
I88551,AWW285(2),220711,ASUT04,8604,4447,7304,470,1793,3438,6906,9691,6753,8508,9370,5216,425
I88552,AWW286(2),220711,ASUT07,9044,9027,6646,5376,2256,1783,8508,2808,2791,7443,5837,7609,5911
I88553,AWW287(2),220711,ASUT08,1841,5173,9864,3216,3897,8279,137,5811,5574,7991,1130,9621,823
I88554,AWW288(2),220711,ASUT09,6155,9655,1624,7301,2041,127,24,8255,9313,5191,9719,1385,4682
I88555,AWW289(2),220711,ASUT10,3914,8793,4760,2893,9710,3668,8826,5684,9024,359,6989,6647,2263
I88556,AWW290(2),220711,ASUT11,3410,8991,4711,4105,481,1561,8721,3019,7810,3061,8405,3019,8184
I88557,AWW291(2),220711,ASUT12,7079,9664,6373,6318,5943,1801,7218,6317,5730,6452,4874,9686,7442
I88558,AWW292(2),220711,ASUT15,2576,1369,9675,8771,4364,6565,8602,6584,8719,5524,9417,8342,159
I88559,AWW293(2),220711,ASUT16,1311,1843,4049,8405,42,3949,6539,4255,8086,3781,6024,2267,7052
I88560,AWW294(2),220718,ASUT01,2010,8460,7779,4399,974,6625,1551,6493,4724,2901,9213,171,1948
I88561,AWW295(2),220718,ASUT05,9863,1321,713,1365,3557,7994,7175,3088,7749,1740,2067,4384,1866
I88562,AWW296(2),220718,ASUT06,791,7696,2623,3918,2203,8861,7756,6057,7981,4,4244,5162,2927
I88563,AWW297(2),220718,ASUT04,8967,6975,2453,5946,4848,1888,7450,1712,7072,3534,8081,2278,1013
I88564,AWW298(2),220718,ASUT03,342,953,8145,7930,9611,7479,336,3302,3257,861,6552,5581,943
I88566,AWW300(2),220718,ASUT08,5546,3724,5863,8987,9607,7869,5073,1709,661,2377,697,6349,4135
I88567,AWW301(2),220718,ASUT09,938,3822,2069,9001,2207,1447,479,1117,7016,9644,6294,4754,1638
I88568,AWW302(2),220718,ASUT10,1115,3979,9710,3549,9378,9763,5213,5830,4740,490,70,4181,8060
I88569,AWW303(2),220718,ASUT11,5596,9080,9487,8164,8825,7220,5455,3498,1102,9071,3324,754,2816
I88570,AWW304(2),220718,ASUT12,4125,1146,818,5162,9294,5669,799,2806,8202,6262,6813,7704,8966
I88571,AWW305(2),220718,ASUT15,8130,1876,8226,7774,2477,2299,7674,8185,3145,32,749,7287,1208
I88572,AWW306(2),220718,ASUT16,2226,7277,4289,6540,2996,5077,3288,7580,9304,8385,7538,6197,8660
I88573,AWW307(2),220725,ASUT01,5847,5772,5703,3575,5448,2583,8511,2467,5547,4382,6406,3430,9295
I88574,AWW308(2),220725,ASUT05,6666,8511,4118,7909,8337,3731,5205,5074,3285,3880,5529,1178,840
I88575,AWW309(2),220725,ASUT06,5937,924,4599,9450,755,3620,3423,9157,6785,4283,7137,8345,5144
I88576,AWW310(2),220725,ASUT02,45,6252,6495,4881,6010,7449,6607,773,9549,5992,4384,3763,5980
I88577,AWW311(2),220725,ASUT04,2820,4770,791,3782,9743,5733,49,7570,4243,524,6098,2603,8975
I88578,AWW312(2),220725,ASUT03,7687,4462,2267,5976,1187,1611,6065,2833,5559,6241,4030,8588,9654
I88579,AWW313(2),220725,ASUT07,5358,2622,8317,8687,2670,7417,2280,7251,7156,1533,305,5443,8953
I88580,AWW314(2),220725,ASUT08,3185,6727,4072,6694,16,4249,4090,7796,2951,4864,1749,8756,8443
I88581,AWW315(2),220725,ASUT09,4091,6479,5149,6254,7094,5986,6076,3310,9580,5236,2431,4138,1420
I88582,AWW316(2),220725,ASUT10,329,8784,6184,2198,1502,79,2569,3480,2787,6435,895,5840,9704
I88583,AWW317(2),220725,ASUT11,5120,6923,4629,3596,206,4538,3947,963,6750,805,1670,1240,8538
I88584,AWW318(2),220725,ASUT12,703,7829,6638,4124,5541,9808,8209,5399,2791,136,8645,7690,4427
I88585,AWW319(2),220725,ASUT15,3308,4640,8384,4512,1895,2441,8259,3959,5959,6004,2197,7841,2971
I89118,AWW322(2),220801,ASUT05,3194,8055,1395,6412,1411,4513,7634,6546,972,5680,4008,4694,9781
I89119,AWW323(2),220801,ASUT02,6555,4932,2335,4844,5378,8774,3721,4452,7571,1993,5880,1529,6748
I89120,AWW324(2),220801,ASUT04,4768,7561,1307,5260,671,8687,8298,796,9371,7419,8240,8407,3531
I89121,AWW325(2),220801,ASUT03,159,8207,977,971,9853,1463,1069,734,9753,4721,6794,4208,6425
I89122,AWW326(2),220801,ASUT07,768,6814,2395,5484,4511,9514,4244,9116,4172,5218,9588,8174,4239
I89123,AWW327(2),220801,ASUT08,1015,1735,8856,386,6151,5073,5306,2883,2190,1431,4920,6325,9671
I89124,AWW328(2),220801,ASUT09,6758,1343,3212,9286,8647,2532,3663,8591,3222,6421,6636,6199,2830
I89128,AWW332(2),220801,ASUT15,3386,5710,4155,4680,1196,2998,2279,4999,5827,4053,6252,1610,9806
I89129,AWW333(2),220801,ASUT16,7979,5183,8473,336,9980,7433,6978,3580,4571,5490,8783,9690,1244
I89130,AWW334(2),220808,ASUT01,374,9800,8250,7476,6728,6365,7701,6532,2769,3251,8432,4322,7773
I89133,AWW337(2),220808,ASUT02,8240,5666,9799,3797,1941,2359,8230,4742,3829,5629,9432,9480,6378
I89134,AWW338(2),220808,ASUT04,737,4593,4587,8895,2768,8878,1262,8062,1108,888,1808,6455,8788
I89135,AWW339(2),220808,ASUT03,1210,7622,8521,3675,6044,8301,3697,5024,5878,7990,5299,6524,8778
I89138,AWW342(2),220808,ASUT09,3786,828,5544,7676,3352,3897,3167,9677,6915,9965,2304,9094,3103
I89139,AWW343(2),220808,ASUT10,9407,9047,3898,7375,8876,4125,8355,9334,1480,5370,1600,3939,478
I89140,AWW344(2),220808,ASUT11,8539,7348,5656,5201,4815,2229,433,4765,4310,9447,5857,9728,7212
I89142,AWW346(2),220808,ASUT15,9131,7392,5997,8141,5347,5500,6085,7615,4160,2535,9850,432,4655
I89143,AWW347(2),220808,ASUT16,1238,1895,3254,2564,4407,5707,6500,6593,5592,9216,6203,9733,7344
I89144,AWMT1(2),220809,ASUT01,6598,3892,3314,3865,7015,3361,336,6124,9751,1456,4898,291,3935
I89145,AWMT2(2),220809,ASUT05,6303,8980,4825,1988,7551,6309,4285,7650,2778,4062,4102,449,4108
I89146,AWMT3(2),220809,ASUT06,9015,3405,9000,0,1556,3485,6630,9721,4489,1341,4343,4698,7300
I89147,AWMT4(2),220809,ASUT02,9471,9557,7556,8824,1929,9333,8095,8406,6923,9328,6617,1318,8653
I89148,AWMT5(2),220809,ASUT03,1969,863,811,5740,7567,2251,4877,1955,7636,1133,5099,9937,7255
I89149,AWMT6(2),220809,ASUT07,6893,1099,2559,1425,1535,2295,6444,6414,4076,5169,9326,7234,9411
I89150,AWMT7(2),220809,ASUT08,9508,7729,8445,3332,4300,4187,9537,5031,8195,2465,526,8444,1430
I89154,AWMT11(2),220809,ASUT15,9289,7726,1863,6930,3350,5411,6117,2645,7221,9525,6663,8815,5124
I89155,AWMT12(2),220809,ASUT16,2307,9613,6450,1520,8242,9455,3634,802,2933,1077,883,2646,4933
I89156,AWMT13(2),220810,ASUT04,8388,9944,2438,6082,4125,3930,3721,6991,2981,851,8184,68,5620
I89157,AWMT14(2),220810,ASUT09,7541,6707,73,5065,948,624,5298,4612,634,3628,915,2162,2389
I89560,AWMT15(2),220816,ASUT01,6803,7939,5514,2920,5029,9122,600,5555,1863,8914,9901,5510,605
I89561,AWMT16(2),220816,ASUT05,9397,3165,8132,5766,3682,7887,8915,3560,1748,7211,5928,2916,3999
I89562,AWMT17(2),220816,ASUT06,9106,8394,1427,1579,6407,4731,4238,8963,5984,4486,6187,7678,2898
I89563,AWMT18(2),220816,ASUT02,1274,1740,7285,9355,4061,2702,5362,9663,3592,2350,2600,2038,5784
I89564,AWMT19(2),220816,ASUT04,8326,5858,6288,8580,2007,3809,5046,9724,481,7901,2767,644,5437
I89565,AWMT20(2),220816,ASUT03,1406,3163,1504,7787,6369,9628,5241,2393,687,2742,7556,7750,5171
I89566,AWMT21(2),220816,ASUT07,5028,7835,6519,5259,3029,3537,4726,5775,1530,6732,7496,361,5339
I89567,AWMT22(2),220816,ASUT08,1375,6529,5073,6167,2591,3683,425,6429,4844,9279,710,3099,4420
I89568,AWMT23(2),220816,ASUT09,198,559,6000,2197,4262,2128,740,8065,2657,2608,1917,6657,6045
I89569,AWMT24(2),220816,ASUT10,4704,9976,953,2526,7621,3494,9865,1611,6953,6713,3942,5411,3213
I89570,AWMT25(2),220816,ASUT11,3497,2106,9613,9057,6961,5278,6715,4491,2924,8971,8276,4983,8236
I89571,AWMT26(2),220816,ASUT12,8919,8221,49,8574,2568,895,1656,6601,4834,2556,9919,572,9485
I89572,AWMT27(2),220816,ASUT15,2026,3751,5684,8667,6836,4159,765,2550,7828,71,8026,9692,5543
I89574,AWMT29(2),220816,ASUT16,383,6762,5494,1947,5557,7481,800,8780,375,6739,5022,7674,3606
I89575,AWMT30(2),220816,ASUT17,9386,7654,6550,7422,400,3632,6066,9319,7497,6427,8338,9794,8666
I89576,AWMT31(2),220822,ASUT01,6065,2170,4902,8301,3272,5342,7902,9303,255,4576,744,6896,4274
I89577,AWMT32(2),220822,ASUT05,6217,3139,4198,3540,7456,8674,9896,9400,4992,3728,1683,3445,8613
I89578,AWMT33(2),220822,ASUT06,3539,2826,4576,6003,7337,7090,6411,3135,4636,1555,8263,8402,5589
I89579,AWMT34(2),220822,ASUT02,7017,5583,6399,7706,9695,7179,1786,9458,2876,5604,2841,264,1633
I89580,AWMT35(2),220822,ASUT04,837,2765,8628,2791,8007,7130,3969,6782,9094,5251,4519,8686,8886
I89581,AWMT36(2),220822,ASUT03,2360,2504,9229,3466,2954,5820,247,8815,1383,7618,793,9720,8286
I89582,AWMT37(2),220822,ASUT07,4269,714,9144,8137,8575,4043,574,4273,3201,6229,3121,3681,632
I89583,AWMT38(2),220822,ASUT08,7177,6516,4828,7594,1636,1042,2060,898,1727,8078,655,8677,8731
I89584,AWMT39(2),220822,ASUT09,5214,3973,2538,3554,9655,9907,2474,8061,5,6217,8781,458,2219
I89585,AWMT40(2),220822,ASUT10,6603,8470,9731,6296,9259,8638,6873,2758,8457,4964,4742,8800,8705
I89586,AWMT41(2),220822,ASUT11,9006,7594,4544,9067,5604,3794,2971,8887,4258,5304,3279,2141,3905
I89588,AWMT43(2),220822,ASUT15,9830,4025,9538,9274,1320,353,1115,9269,9549,4298,6596,7181,1336
I89590,AWMT45(2),220822,ASUT16,2813,1327,8462,9609,1644,1073,2369,7478,1105,684,3154,7204,2803
I89591,AWMT46(2),220822,ASUT17,8489,2961,6817,4252,144,2976,8560,8140,6675,3339,9035,5667,596
I90668,AWMT47(2),220829,ASUT01,1671,5881,6413,8830,896,5743,469,5425,5848,8554,2331,6354,7567
I90669,AWMT48(2),220829,ASUT05,6802,131,4756,6192,8830,9745,5963,724,5183,9268,5894,6070,689
I90670,AWMT49(2),220829,ASUT06,763,5802,2213,3526,1932,421,1445,6611,7699,2642,3000,8551,2515
I90671,AWMT50(2),220829,ASUT02,8374,5852,5391,9368,1726,399,8391,6158,9212,6789,1280,1751,1857
I90672,AWMT51(2),220829,ASUT04,5260,4128,566,4359,6003,3051,4327,6778,343,6095,1633,8493,2016
I90673,AWMT52(2),220829,ASUT03,7851,6956,3026,6597,6989,9543,8708,5634,8464,7345,1545,5297,2303
I90674,AWMT53(2),220829,ASUT07,1363,851,3454,6290,8488,3000,7322,1318,4299,2334,7409,3044,6028
I90675,AWMT54(2),220829,ASUT08,9270,5299,4252,6753,5177,1627,3086,7644,9162,8466,8682,5189,5166
I90676,AWMT55(2),220829,ASUT09,2140,6050,9559,6266,9866,9996,1577,7485,4948,69,2328,1384,2684
I90677,AWMT56(2),220829,ASUT10,7853,9647,1232,9325,3280,3628,3210,6494,3399,3198,8164,2524,7012
I90678,AWMT57(2),220829,ASUT11,2463,694,6954,7688,3498,9016,1579,5809,4202,7256,4518,6664,2495
I90679,AWMT58(2),220829,ASUT12,3550,4292,7457,9475,3528,1536,5719,249,4410,9419,3716,6264,1773
I90680,AWMT59(2),220829,ASUT15,191,1238,3685,968,6084,17,5125,304,5169,553,5248,5273,3839
I90681,AWMT60(2),220829,ASUT14,4733,2336,7304,6393,5298,7386,7513,3515,2342,2134,831,6863,9114
I90682,AWMT61(2),220829,ASUT16,1780,6693,2474,1646,5281,8623,705,9706,6713,6159,7742,2688,7538
I90683,AWMT62(2),220829,ASUT17,5396,8382,8560,1130,1628,4161,165,1929,7282,1048,7655,4766,1445
I91668,AWMT63(2),220906,ASUT01,3727,2547,983,6707,6973,2641,3194,4107,7444,8089,5756,190,421
I91669,AWMT64(2),220906,ASUT05,8494,9281,3839,1305,777,5159,5823,828,2488,4660,4673,664,9664
I91671,AWMT66(2),220906,ASUT04,4712,1703,9083,4042,2821,4908,1506,9778,131,752,1033,6876,5823
I91672,AWMT67(2),220906,ASUT03,3910,7424,2067,2010,5161,6395,7034,8662,2163,2198,1240,8057,1374
I91673,AWMT68(2),220906,ASUT07,1974,764,813,1379,1963,3262,8370,2700,4065,7930,5748,3249,5344
I91674,AWMT69(2),220906,ASUT08,7839,6444,509,6047,6129,396,1512,1079,8979,582,1165,4770,5535
I91675,AWMT70(2),220906,ASUT09,8380,6542,4788,5043,5160,1337,2945,6232,2068,1993,6912,4000,5969
I91676,AWMT71(2),220906,ASUT10,219,9550,1136,1978,3940,286,6159,3182,2637,3677,3652,9246,7809
I91677,AWMT72(2),220906,ASUT11,1493,8346,9938,3076,7731,75,4596,8560,6327,3474,9703,6857,2783
I91678,AWMT73(2),220906,ASUT12,9385,1920,8917,8160,8332,7508,9531,4243,1107,6928,4770,7455,7226
I91679,AWMT74(2),220906,ASUT15,9818,3518,6788,9656,1364,6430,5607,9871,4021,7245,3895,6952,1323
I91680,AWMT75(2),220906,ASUT14,4613,8664,4090,9905,8867,1546,376,3137,7411,1997,7475,3392,7208
I91681,AWMT76(2),220906,ASUT16,8072,6313,373,3564,6126,7871,2320,4123,5193,1143,3599,3569,6868
I91682,AWMT77(2),220906,ASUT17,3439,1058,2082,4376,7669,647,2709,7473,9508,5100,581,7689,4554
I91683,AWMT78(2),220912,ASUT01,8263,572,3871,3356,1552,7311,9099,9040,5816,6129,591,1396,9769
I91685,AWMT80(2),220912,ASUT02,9962,4215,2256,6387,2580,8907,5612,9852,5205,7493,9239,3996,208
I91686,AWMT81(2),220912,ASUT04,4323,2660,9758,8778,2425,2927,5190,2947,6600,8633,6723,9202,2304
I91687,AWMT82(2),220912,ASUT03,6222,2955,9697,9332,5475,5857,1550,3514,4025,9817,8326,4486,7000
I91688,AWMT83(2),220912,ASUT07,8833,7257,7959,6384,8081,1331,2725,8711,6805,654,6302,8833,8979
I91689,AWMT84(2),220912,ASUT08,9366,6010,1173,8972,9382,5481,4539,6622,7197,4139,2183,9369,5141
I91690,AWMT85(2),220912,ASUT09,7817,7929,5255,5156,7715,8284,5840,7247,1739,803,3785,8222,1013
I91691,AWMT86(2),220912,ASUT10,4151,6335,273,2772,3061,2973,8591,4843,6219,4897,6448,2266,967
I91692,AWMT87(2),220912,ASUT11,4237,2729,1077,5360,1303,4810,649,5569,4594,6549,7379,7465,4614
I91693,AWMT88(2),220912,ASUT12,7167,1193,2179,7696,327,9388,8067,9577,3974,3442,2092,1378,4405
I91696,AWMT91(2),220912,ASUT16,8835,4329,3619,9741,1528,2094,5152,7131,8936,3135,7201,5615,1944
I91697,AWMT92(2),220912,ASUT17,9554,5581,4820,3241,8354,7531,6092,5638,3288,8008,5520,4396,1143
I91698,AWMT93(2),220919,ASUT01,159,9569,6643,5255,5760,6108,9507,2007,1057,5380,6746,2571,7104
I91699,AWMT94(2),220919,ASUT05,7939,7685,523,6838,8151,6096,1527,4083,639,9892,9424,9641,8352
I91700,AWMT95(2),220919,ASUT06,338,6114,9193,5515,745,7131,7717,4077,5075,8729,9333,2213,8455
I91701,AWMT96(2),220919,ASUT02,221,3668,9278,5459,4791,7206,966,8606,1352,7477,4196,7341,1214
I91702,AWMT97(2),220919,ASUT04,4859,8897,3678,7258,1553,9936,7624,9860,4477,7893,9666,4226,9539
I91703,AWMT98(2),220919,ASUT03,8921,3261,8389,8471,928,7223,9847,1329,1459,2002,8745,2257,2904
I91704,AWMT99(2),220919,ASUT07,7906,1042,8666,1816,1417,4830,9680,1381,7211,6761,2068,3333,9229
I91705,AWMT100(2),220919,ASUT08,5011,9147,7969,351,836,8765,9296,1371,6534,8303,9910,2993,8282
I91706,AWMT101(2),220919,ASUT09,9128,6602,3553,169,5694,5088,1928,2584,2138,2692,5079,6791,9685
I91707,AWMT102(2),220919,ASUT10,4118,7732,5578,3505,2447,5497,5781,9512,3324,3312,8525,8752,3864
I91708,AWMT103(2),220919,ASUT11,4974,2313,4628,314,8783,5693,9900,3611,5582,6141,5916,150,5112
I91709,AWMT104(2),220919,ASUT12,9636,7697,7781,3940,2503,2917,1757,8962,2105,2038,4831,6797,4305
I91710,AWMT105(2),220919,ASUT15,3572,2552,2347,790,6495,6735,6916,7048,4805,7875,3559,7044,5583
I91711,AWMT106(2),220919,ASUT14,6839,2189,3912,9327,1490,418,4327,8889,894,3966,1744,6062,6798
I91712,AWMT107(2),220919,ASUT16,8288,5796,7660,2435,9809,3305,6834,1456,3156,3999,7407,948,3704
I91713,AWMT108(2),220919,ASUT17,9677,2154,862,8793,8941,6194,7105,4817,3129,6514,741,3195,1438
I92500,AWMT124(2),221003,ASUT01,6465,6637,8119,8199,5840,947,3822,7970,247,2749,1078,9226,951
I92501,AWMT125(2),221003,ASUT05,2582,9488,3441,6955,6403,2257,4882,2528,1501,761,7673,5359,9582
I92502,AWMT126(2),221003,ASUT06,82,9479,4448,9650,2217,1989,4575,9966,9541,1815,4615,1912,2651
I92503,AWMT127(2),221003,ASUT02,305,9485,9007,5963,9830,472,6581,5209,7304,6580,6809,3192,5523
I92504,AWMT128(2),221003,ASUT04,9961,3417,8359,482,2735,7430,8928,4737,7142,9357,4218,6889,807
I92505,AWMT129(2),221003,ASUT03,4148,9453,6942,4434,7454,8803,1091,2547,326,3386,8295,9545,6110
I92506,AWMT130(2),221003,ASUT07,9692,5917,1520,7051,8509,1093,4300,7000,5500,5045,2854,3890,4820
I92507,AWMT131(2),221003,ASUT08,5738,9854,42,269,8117,5762,9909,8870,4593,6422,4158,537,7653
I92508,AWMT132(2),221003,ASUT09,4788,1961,4781,3338,2800,8213,5133,182,3893,590,5997,4668,9972
I92509,AWMT133(2),221003,ASUT10,272,6934,3165,9352,4988,378,6660,3215,2010,8269,9191,6105,3068
I92510,AWMT134(2),221003,ASUT11,6774,6681,8430,4938,8776,2301,996,7186,5395,1285,3457,2126,2761
I92511,AWMT135(2),221003,ASUT12,6844,3339,5961,6854,8674,5227,4256,2342,4520,9195,6931,7049,3361
I92512,AWMT136(2),221003,ASUT15,4542,1290,2188,4625,5754,6733,3706,6307,6330,4315,100,2025,6936
I92513,AWMT137(2),221003,ASUT14,4857,704,8668,9866,7184,5113,613,4682,6554,9656,83,2305,7647
I92514,AWMT138(2),221003,ASUT16,9889,7712,2666,389,8156,3600,4030,4609,5521,868,8222,3746,1891
I92515,AWMT139(2),221003,ASUT17,2162,8751,156,9413,4755,6771,4768,2163,5906,7527,2458,1967,4779
I93379,AWMT112(2),220926,ASUT02,9405,8225,7522,5609,2242,5495,7043,8173,3724,2932,6448,137,9483
I93380,AWMT113(2),220926,ASUT04,9412,1663,7363,2661,2876,2228,3096,9903,4452,5848,8225,1380,1068
I93381,AWMT114(2),220926,ASUT03,3934,665,6068,9817,6885,9285,1467,1881,8502,5877,4454,5835,7559
I93382,AWMT115(2),220926,ASUT07,7666,2190,9321,3525,5635,9707,6537,9737,9412,5653,3664,6045,4332
I93383,AWMT116(2),220926,ASUT08,532,8987,5622,3663,9792,6543,7969,418,1364,2018,2023,5159,1035
I93384,AWMT117(2),220926,ASUT09,5869,540,5810,8444,5156,4429,8067,8153,1485,9835,734,3608,1084
I93385,AWMT118(2),220926,ASUT10,4026,7335,8741,6233,6658,5710,6822,3962,6461,3024,6898,9364,798
I93386,AWMT119(2),220926,ASUT12,4382,1292,431,6696,4481,6967,5346,9618,9316,9403,1393,3789,8311
I93387,AWMT120(2),220926,ASUT15,4573,6933,9536,342,7369,1934,3495,6457,8605,9563,4044,4253,2799
I93389,AWMT122(2),220926,ASUT16,5940,6035,9667,5228,4810,96,9435,2496,5085,1053,6238,4743,9942
I93390,AWMT123(2),220926,ASUT17,1469,9679,9097,8362,836,2020,8087,1162,3670,7149,1184,3108,6588
I93391,AWMT140(2),221010,ASUT01,7206,9669,7841,6803,8104,1001,5302,6517,4482,1368,5316,6627,1393
I93392,AWMT141(2),221010,ASUT05,1644,3942,1779,402,903,4667,210,2379,3725,6160,5162,6180,8926
I93393,AWMT142(2),221010,ASUT06,7655,0,2704,4078,7676,9161,1966,9488,7704,9727,1704,9146,3165
I93394,AWMT143(2),221010,ASUT02,9580,735,5444,2520,5791,9892,8950,4219,1923,7495,2533,9078,2690
I93395,AWMT144(2),221010,ASUT04,1536,6257,6986,1645,5386,2177,2694,5381,659,1985,7921,1624,6207
I93396,AWMT145(2),221010,ASUT03,1859,9222,3946,8285,4100,5561,7215,6133,1123,5437,2275,1707,1469
I93397,AWMT146(2),221010,ASUT07,2788,8536,2586,8258,8774,7581,5362,5769,5642,2673,177,6366,8240
I93398,AWMT147(2),221010,ASUT08,9082,4080,8493,5496,5765,3197,5649,741,20,1074,9541,9754,1728
I93399,AWMT148(2),221010,ASUT09,3925,2513,5437,644,8450,6968,941,1227,5117,9843,8446,7679,7195
I93400,AWMT149(2),221010,ASUT10,9103,8102,656,9389,6956,969,5235,3895,831,2793,3948,7084,110
I93401,AWMT150(2),221010,ASUT11,8303,3381,3775,6850,8062,8077,9553,8535,3111,9067,7940,3472,6452
I93402,AWMT151(2),221010,ASUT12,7292,2865,7917,7719,8633,5619,5059,5342,2843,3938,1914,508,1233
I93403,AWMT152(2),221010,ASUT15,240,8359,3661,6472,2612,3683,3934,1838,5759,6441,1131,6239,3774
I93404,AWMT153(2),221010,ASUT14,6222,2890,6544,8023,2002,4092,7847,6264,2332,6332,1497,6941,3865
I93405,AWMT154(2),221010,ASUT16,8756,8098,6396,5711,9736,9319,1879,5537,4435,103,8341,3037,1397
I93406,AWMT155(2),221010,ASUT17,1507,5553,235,8826,7978,7082,7279,484,6860,6225,14,5916,7050
I93407,AWMT156(2),221017,ASUT01,5079,3799,5644,5889,8139,5513,7620,5610,18,5316,7814,8141,2428
I93408,AWMT157(2),221017,ASUT05,9437,2686,2749,9515,4175,6300,5750,8304,599,9164,4637,2539,9491
I93409,AWMT158(2),221017,ASUT06,5664,9374,1001,7113,1264,4790,5767,7463,7518,1564,3795,1029,1439
I93410,AWMT159(2),221017,ASUT02,7328,4202,9551,1773,9542,4808,657,6825,3870,6954,9714,4117,306
I93411,AWMT160(2),221017,ASUT04,3233,2592,6091,7252,9553,4167,6193,6162,9092,1032,6371,460,6314
I93412,AWMT161(2),221017,ASUT03,3149,8984,2838,3814,1461,7758,1,9825,8925,702,4310,9090,5216
I93413,AWMT162(2),221017,ASUT07,5167,9238,8136,6523,9531,9799,2179,9335,4974,4528,3260,6471,7987
I93414,AWMT163(2),221017,ASUT08,9089,8895,8924,2672,2217,7619,5825,9643,7083,7115,3631,8308,9883
I93415,AWMT164(2),221017,ASUT09,7400,4120,5470,7314,2037,2399,142,9330,8089,4417,2948,2931,2945
I93416,AWMT165(2),221017,ASUT10,1497,9817,123,813,478,6928,9660,5920,8228,6657,8575,196,5485
I93417,AWMT166(2),221017,ASUT11,9898,7970,616,2485,8827,147,5215,8395,5264,2167,9380,9224,3253
I93418,AWMT167(2),221017,ASUT12,4584,6667,6559,2902,8565,9874,3499,4423,859,6807,4572,6971,109
I93419,AWMT168(2),221017,ASUT15,3035,7573,4716,7811,9226,945,9191,4756,1799,7187,8481,8169,6845
I93420,AWMT169(2),221017,ASUT14,2854,1582,1534,296,2744,7389,2964,7582,8501,2596,6114,681,617
I93421,AWMT170(2),221017,ASUT16,9667,7201,8658,2640,6728,9680,3980,8629,7929,1893,5668,5481,7185
I93422,AWMT171(2),221017,ASUT17,9521,6175,3379,8041,4018,7832,6781,6918,9122,5421,6426,2815,125
I93423,AWMT172(2),221024,ASUT01,7960,7757,9279,5736,3292,4686,1721,4891,6953,9586,3307,6956,5194
I95376,AWMT204(2),221107,ASUT01,225,1915,558,1958,4335,8275,378,2347,9240,7669,2762,3052,5871
I95377,AWMT205(2),221107,ASUT05,2507,38,6610,2341,5188,5990,2578,1617,1974,1870,4172,6222,5972
I95378,AWMT206(2),221107,ASUT06,7435,4218,459,4768,3947,3702,7290,8877,2054,8720,2808,7691,1503
I95379,AWMT207(2),221107,ASUT02,482,4077,6436,7480,8987,5429,9003,9164,5304,7200,1555,7339,3426
I95380,AWMT208(2),221107,ASUT04,982,2699,4883,5961,7261,4367,4474,500,9897,9857,2949,1057,1531
I95381,AWMT209(2),221107,ASUT03,1469,697,9843,3869,5136,5245,5581,2662,4735,7861,5366,3169,9359
I95382,AWMT210(2),221107,ASUT07,3814,6247,5654,439,8749,8080,4998,7499,1188,4058,9754,2563,6654
I95383,AWMT211(2),221107,ASUT08,5337,7487,3763,6030,91,3235,7393,2595,6337,7383,1663,9550,2866
I95384,AWMT212(2),221107,ASUT09,9082,1742,7136,9747,6082,8804,8639,1425,167,5435,1399,7133,9408
I95385,AWMT213(2),221107,ASUT10,6342,1365,3277,7514,3932,2449,835,464,7427,9227,3661,9241,175
