Respiratory_Seq_ID,External_ID,Date,Site,Adenovirus,Bocavirus,Coronavirus,Enterovirus,Metapneumovirus,Parainfluenza,Parechovirus,RSV,Rhinovirus,Rubulavirus,Influenza,Polyomavirus,SARS-CoV-2
I62259,AWW123(2),220411,ASUT15,0.763212326,0.750535564,0.271057459,0.526187682,0.361163363,0.371970219,0.764976887,0.340367639,0.242966396,0.692741726,0.30755055,0.203535481,0.943038871
I64195,AWW138(2),220418,ASUT15,0.608690918,0.228749124,0.659546351,0.37669192,0.481966604,0.430043428,0.214167634,0.33298035,0.742337224,0.512418596,0.321260292,0.782949607,0.916596315
I66322,AWW152(2),220425,ASUT15,0.423126074,0.829663379,0.388441667,0.942047993,0.801480659,0.134966439,0.75696344,0.111773747,0.149096128,0.087392008,0.465796659,0.011480622,0.991803371
I68641,AWW166(2),220503,ASUT15,0.96464808,0.221579788,0.857172942,0.942705339,0.14862147,0.500572535,0.396988591,0.967813885,0.328644344,0.324823805,0.607466262,0.013855235,0.483393308
I71480,AWW180(2),220509,ASUT15,0.787873557,0.738741815,0.107201442,0.05718552,0.175841244,0.555811968,0.947157398,0.48071362,0.291452123,0.788331593,0.453081092,0.346186188,0.228439127
I74125,AWW191(2),220516,ASUT15,0.937839309,0.849633621,0.960085131,0.732597544,0.113299094,0.616220716,0.841402734,0.711545054,0.287692174,0.953799479,0.331384429,0.560407157,0.388083746
I77499,AWW203(2),220523,ASUT15,0.715083573,0.441778734,0.043267091,0.811741048,0.976976697,0.779535331,0.504786346,0.170149297,0.686067811,0.592971254,0.081331221,0.100378544,0.113384701
I80884,AWW215(2),220531,ASUT15,0.41458832,0.400876096,0.973061906,0.675386395,0.104097128,0.464116732,0.361671099,0.449826367,0.606420483,0.800163101,0.469360188,0.344465516,0.845102169
I80896,AWW227(2),220606,ASUT15,0.3292325,0.668909079,0.353248419,0.284106659,0.039573317,0.83249404,0.701034452,0.825332353,0.122406081,0.490920637,0.472185663,0.349840498,0.764386124
I82752,AWW241(2),220613,ASUT15,0.100135461,0.002585116,0.456646384,0.732198173,0.810373053,0.141903573,0.092085665,0.028690868,0.350932215,0.762037382,0.147997435,0.162390435,0.648392703
I83793,AWW254(2),220620,ASUT15,0.379223541,0.708624948,0.114331104,0.610699548,0.341188922,0.641669687,0.747197073,0.978534943,0.553812106,0.309938053,0.754966056,0.708379097,0.574202786
I84409,AWW267(2),220627,ASUT15,0.478351249,0.813179121,0.408163095,0.533047556,0.082348317,0.160499733,0.513733808,0.511554219,0.136249706,0.061498209,0.861223219,0.072369778,0.174359179
I85255,AWW279(2),220705,ASUT15,0.774784559,0.694028272,0.959647953,0.673958727,0.268232156,0.89137205,0.29826448,0.859201713,0.350368049,0.033094378,0.731045816,0.72084058,0.78809203
I88558,AWW292(2),220711,ASUT15,0.099340437,0.830951459,0.615666468,0.561458732,0.379336616,0.971269875,0.616910681,0.999607327,0.295921793,0.585554069,0.103108936,0.872854394,0.452622205
I88571,AWW305(2),220718,ASUT15,0.722050069,0.404957241,0.444967828,0.006664379,0.163933444,0.306726551,0.784961301,0.87581433,0.002365527,0.469104122,0.806823396,0.519942379,0.275247712
I88585,AWW319(2),220725,ASUT15,0.176893525,0.909353141,0.442502429,0.36156934,0.322030678,0.640640987,0.244981264,0.619748666,0.942161517,0.410041002,0.586352307,0.186022839,0.689547519
I89128,AWW332(2),220801,ASUT15,0.896364433,0.004859553,0.867579308,0.564505373,0.971972048,0.568139641,0.49656916,0.148740033,0.137658792,0.621323619,0.841548238,0.385683555,0.003971358
I89142,AWW346(2),220808,ASUT15,0.900975749,0.628981447,0.873879264,0.259913204,0.692968498,0.73380862,0.346105079,0.278920643,0.325286193,0.078577015,0.073181844,0.941601025,0.98675492
I89154,AWMT11(2),220809,ASUT15,0.423253708,0.464515227,0.83846288,0.658922985,0.588734267,0.996378783,0.205365457,0.364688636,0.744348227,0.952092883,0.711794262,0.041982674,0.198359042
I89572,AWMT27(2),220816,ASUT15,0.637340803,0.281425217,0.266053678,0.170010981,0.774573303,0.691288865,0.083272548,0.616692133,0.079303871,0.890521228,0.102742551,0.767590739,0.782603388
I89588,AWMT43(2),220822,ASUT15,0.000472596,0.536727958,0.153664424,0.003242262,0.119860972,0.676996164,0.311153698,0.546406265,0.750146022,0.890800919,0.956341023,0.110201079,0.169475939
I90680,AWMT59(2),220829,ASUT15,0.113686777,0.684389049,0.979551947,0.78919263,0.611751145,0.808953226,0.451166387,0.383993974,0.150281328,0.428084271,0.767328308,0.553563744,0.887866024
I91679,AWMT74(2),220906,ASUT15,0.52352016,0.259176312,0.349218895,0.77368635,0.323531349,0.426447408,0.479271689,0.025591087,0.632872681,0.460763707,0.107460342,0.761281637,0.466910588
I91710,AWMT105(2),220919,ASUT15,0.061960337,0.139003599,0.863427067,0.382138863,0.19488203,0.566897961,0.603386423,0.89472706,0.812762249,0.044309233,0.473688355,0.356873842,0.488546453
I92512,AWMT136(2),221003,ASUT15,0.018027584,0.878906764,0.425161029,0.98243188,0.64502007,0.880397148,0.854553063,0.285842833,0.193421636,0.923071926,0.697828411,0.828712526,0.615547868
I93387,AWMT120(2),220926,ASUT15,0.257270567,0.672364036,0.782005621,0.578463993,0.511383203,0.217410311,0.780032806,0.128827073,0.626366421,0.342464818,0.348610168,0.817707535,0.492562125
I93403,AWMT152(2),221010,ASUT15,0.770682633,0.221110293,0.538441533,0.400705543,0.979674993,0.273196654,0.725211777,0.870858013,0.553117358,0.873393671,0.185873961,0.777567047,0.720535638
I93419,AWMT168(2),221017,ASUT15,0.016237697,0.908431352,0.19131868,0.030346264,0.745683801,0.42265702,0.326979448,0.824345344,0.187189209,0.639119649,0.245850782,0.648435561,0.644693217
I93723,AWMT184(2),221024,ASUT15,0.366214025,0.386232004,0.844011727,0.955935063,0.182590707,0.034177925,0.805197734,0.452857119,0.548306997,0.761058022,0.854344121,0.60569904,0.092179904
I94987,AWMT200(2),221031,ASUT15,0.560386954,0.783540185,0.175505626,0.489779675,0.311120492,0.997352801,0.537246323,0.311288606,0.617908977,0.413668174,0.598383389,0.863450214,0.52009157
I95388,AWMT216(2),221107,ASUT15,0.760858337,0.316028658,0.207287083,0.616516914,0.810839251,0.951001586,0.015574346,0.768980157,0.567333255,0.419280631,0.935036961,0.574533376,0.380154043
I95404,AWMT232(2),221114,ASUT15,0.322180341,0.726204336,0.690897647,0.332094106,0.910533501,0.585636978,0.203355846,0.781526283,0.937980573,0.986115963,0.121859179,0.538467764,0.890936206
I97055,AWMT263(2),221129,ASUT15,0.547661722,0.142546998,0.24427667,0.411335184,0.356873099,0.630880048,0.924024997,0.834923078,0.001450986,0.414086036,0.496849796,0.650774793,0.323919042
I97070,AWMT278(2),221205,ASUT15,0.70900887,0.202367836,0.480162865,0.979774019,0.605910878,0.261719785,0.567264124,0.155192313,0.791742611,0.500494543,0.958253974,0.664426914,0.6311907
I97085,AWMT293(2),221212,ASUT15,0.969948915,0.052720876,0.386732095,0.499063366,0.369666273,0.605764908,0.348607411,0.193777843,0.382373294,0.053833876,0.685985086,0.33146613,0.682294025
I97552,AWMT309(2),221219,ASUT15,0.84715913,0.852245871,0.266690977,0.911227134,0.204410149,0.402856523,0.446946033,0.378115785,0.276229501,0.674777255,0.480695658,0.293346037,0.692342471
I97566,AWMT323(2),221228,ASUT15,0.063272986,0.285632715,0.713697661,0.470727247,0.58504876,0.982673742,0.129868306,0.071389059,0.753535708,0.458505014,0.863532745,0.423310217,0.853287358
I97582,AWMT339(2),230103,ASUT15,0.137108415,0.947084374,0.164542704,0.966931293,0.246956688,0.891306809,0.50129956,0.133181939,0.595257982,0.158845998,0.957527749,0.041283265,0.675788412
I98095,AWMT370(2),230117,ASUT15,0.266052019,0.475359174,0.503297758,0.37213607,0.196348139,0.131123386,0.03407464,0.433618533,0.398175276,0.32388803,0.608397509,0.226970622,0.573577539
I98110,AWMT385(2),230123,ASUT15,0.827642653,0.852005205,0.588843483,0.779364982,0.315351931,0.790421141,0.754587149,0.738021782,0.423839408,0.8488324,0.199729094,0.834916782,0.711123583
I98702,AWMT448(2),230220,ASUT15,0.821927138,0.512841391,0.185074394,0.71651201,0.913226105,0.252684969,0.315777146,0.645129728,0.349234665,0.592904516,0.43268808,0.524766925,0.01881929
I99135,AWMT401(2),230130,ASUT15,0.032295651,0.318050577,0.636061689,0.782764025,0.102899032,0.621175102,0.089238838,0.369613048,0.727010309,0.741861501,0.164014536,0.391323503,0.679656487
I99150,AWMT416(2),230206,ASUT15,0.858605851,0.157425924,0.63781183,0.712553469,0.507263154,0.29753782,0.026305412,0.49261162,0.38898367,0.089419183,0.427288334,0.758265046,0.392210976
I99166,AWMT432(2),230213,ASUT15,0.463836907,0.458522008,0.791143942,0.262015493,0.698307502,0.186895198,0.332550746,0.866593795,0.708531408,0.879209449,0.394315529,0.280509639,0.278517167
I99795,AWMT464(2),230227,ASUT15,0.786135623,0.481906006,0.461342842,0.878024336,0.58796729,0.829272803,0.532401965,0.967854158,0.80323742,0.475671668,0.318741638,0.8565481,0.655568924
I99811,AWMT479(2),230306,ASUT15,0.255945894,0.739133574,0.984871088,0.510602093,0.108316142,0.892983295,0.216088505,0.967338515,0.616061771,0.567539668,0.902082202,0.959496764,0.835923455
I99827,AWMT495(2),230313,ASUT15,0.349088705,0.81479292,0.548460194,0.509703482,0.232499799,0.202306842,0.878726123,0.930271314,0.497577483,0.607305696,0.199860879,0.870509229,0.909107828
I100113,AWMT513(2),230320,ASUT15,0.400897811,0.096933871,0.945105791,0.265083846,0.106497648,0.548548103,0.036382466,0.112335621,0.658270627,0.263600988,0.155086389,0.787991453,0.365315931
I100266,AWMT533(2),230327,ASUT15,0.353229725,0.517980102,0.477847089,0.519707275,0.825180859,0.712665845,0.210364181,0.957581455,0.392705921,0.0152312,0.667114966,0.031010535,0.818580693
I100285,AWMT552(2),230403,ASUT15,0.184614688,0.366104383,0.996283552,0.360102543,0.485888166,0.032083881,0.495017599,0.227326429,0.951437311,0.115376589,0.675239207,0.138442485,0.132026066
I59494,AWW97(2),220330,ASUT14,0.081330566,0.909054137,0.143741651,0.28315692,0.219521938,0.564601685,0.437480386,0.996105197,0.379675335,0.946150682,0.999922631,0.562157526,0.619968379
I62260,AWW124(2),220411,ASUT14,0.865181189,0.835701363,0.88418863,0.781722531,0.510791997,0.696872371,0.615145993,0.150898281,0.729417715,0.364920076,0.487498173,0.088146082,0.312004843
I90681,AWMT60(2),220829,ASUT14,0.369875163,0.537951387,0.829938467,0.661801682,0.275311754,0.520697965,0.587175896,0.161739405,0.133950895,0.570379886,0.895309033,0.672925595,0.102765662
I91680,AWMT75(2),220906,ASUT14,0.734328701,0.445056811,0.643902777,0.973845397,0.566035694,0.145845615,0.129052811,0.202872723,0.133054708,0.093523809,0.964972657,0.071585624,0.637359869
I91711,AWMT106(2),220919,ASUT14,0.278111691,0.326347291,0.931037412,0.009218043,0.179132643,0.431030852,0.991109633,0.075202001,0.910044888,0.324316866,0.010376199,0.647586953,0.709971659
I92513,AWMT137(2),221003,ASUT14,0.175640463,0.6628828,0.999353016,0.171754898,0.155187392,0.260067815,0.126969302,0.624950942,0.086870644,0.270678603,0.810028715,0.166147875,0.843994782
I93404,AWMT153(2),221010,ASUT14,0.021513599,0.640344804,0.143254501,0.310468134,0.77897718,0.285928956,0.610795377,0.642639819,0.105716582,0.697642333,0.94317706,0.862270229,0.33860013
I93420,AWMT169(2),221017,ASUT14,0.134709302,0.724016572,0.274924875,0.745592268,0.497013238,0.513870907,0.802572035,0.763400254,0.1513472,0.607518465,0.749320393,0.989383824,0.185973506
I93724,AWMT185(2),221024,ASUT14,0.281411011,0.432129806,0.731218658,0.071096621,0.355411763,0.547269971,0.190662613,0.878968825,0.10555438,0.866851307,0.528636594,0.973840817,0.936293557
I94988,AWMT201(2),221031,ASUT14,0.474407555,0.958421357,0.152648169,0.447841467,0.56571586,0.751608203,0.062094833,0.616160666,0.613250155,0.384441594,0.361560755,0.187584431,0.363795803
I95389,AWMT217(2),221107,ASUT14,0.211218308,0.536617958,0.989429361,0.746636695,0.038382095,0.08058844,0.314451419,0.496430783,0.067812443,0.548194744,0.325141556,0.893690178,0.760978406
I95405,AWMT233(2),221114,ASUT14,0.311503631,0.11809794,0.027596564,0.39413093,0.826093068,0.623029723,0.033070397,0.042760759,0.477240508,0.329170515,0.507363917,0.895922171,0.10288744
I95420,AWMT248(2),221121,ASUT14,0.71668375,0.90382653,0.655101798,0.863705593,0.076021938,0.871791876,0.257278416,0.11418762,0.566597496,0.413087377,0.396086931,0.337819094,0.59606334
I97056,AWMT264(2),221129,ASUT14,0.180214357,0.43265733,0.378078525,0.733348393,0.298495427,0.950924728,0.784567776,0.893624143,0.037086708,0.967575028,0.315499926,0.788292617,0.605372187
I97071,AWMT279(2),221205,ASUT14,0.670030273,0.452455246,0.990974195,0.879377935,0.562446942,0.4637942,0.11623504,0.393526028,0.77538992,0.49424212,0.014380477,0.800436386,0.832987426
I97086,AWMT294(2),221212,ASUT14,0.612107733,0.709287485,0.52831826,0.236723369,0.48947966,0.001777985,0.154663899,0.836778687,0.619590686,0.472652089,0.599860524,0.123456861,0.223480049
I97553,AWMT310(2),221219,ASUT14,0.033758694,0.984226214,0.324469658,0.758241455,0.589532296,0.263032006,0.847657223,0.737901554,0.247014347,0.833127728,0.392897477,0.118722904,0.943339809
I97567,AWMT324(2),221228,ASUT14,0.808473742,0.066217419,0.679451367,0.056423825,0.399542381,0.471156658,0.491805819,0.558082722,0.276712158,0.782117456,0.132006234,0.096126453,0.807108826
I97583,AWMT340(2),230103,ASUT14,0.476297856,0.478271597,0.91184117,0.479256956,0.768076989,0.849411166,0.449793431,0.324128718,0.806138096,0.326609975,0.220030985,0.922368993,0.771562387
I98111,AWMT386(2),230123,ASUT14,0.752218636,0.949702638,0.488923027,0.152333291,0.895754075,0.278250508,0.108504624,0.388625632,0.150483584,0.847724347,0.556791445,0.470780404,0.721214178
I98703,AWMT449(2),230220,ASUT14,0.589720303,0.204288549,0.462129318,0.508293388,0.84188325,0.111258518,0.398610179,0.77635496,0.388401427,0.365805324,0.330736011,0.553013859,0.461023993
I99136,AWMT402(2),230130,ASUT14,0.752799764,0.561459905,0.748504283,0.566865437,0.833744974,0.338562549,0.54180304,0.738263608,0.889720941,0.112593944,0.145998109,0.553716803,0.553658648
I99151,AWMT417(2),230206,ASUT14,0.385153011,0.27830152,0.349785493,0.290757811,0.044529335,0.211626278,0.110805418,0.135049662,0.590742068,0.797003037,0.023687471,0.940815317,0.212402866
I99167,AWMT433(2),230213,ASUT14,0.196739143,0.473775751,0.902387584,0.144118231,0.782192923,0.188083453,0.99974805,0.510159743,0.408568823,0.669724194,0.230844619,0.093639776,0.776922028
I99796,AWMT465(2),230227,ASUT14,0.904224227,0.629430585,0.355902273,0.280793301,0.336613427,0.745145626,0.205859315,0.553209721,0.791341871,0.399262813,0.633793886,0.404741403,0.716057119
I99812,AWMT480(2),230306,ASUT14,0.325449499,0.763409903,0.677736678,0.084236448,0.191078153,0.511805363,0.658408363,0.907640456,0.19800266,0.222536173,0.347350885,0.312919292,0.950816812
I99828,AWMT496(2),230313,ASUT14,0.805893257,0.370178849,0.301128502,0.359205088,0.96936048,0.643760085,0.077435163,0.670417653,0.030186628,0.100901971,0.261050761,0.664903793,0.508211206
I100115,AWMT515(2),230320,ASUT14,0.943000698,0.215228875,0.936567743,0.169648871,0.40213762,0.015622652,0.477540306,0.927068638,0.518188212,0.98981701,0.024637401,0.889858147,0.678424181
I100268,AWMT535(2),230327,ASUT14,0.513366464,0.877146095,0.941565618,0.391090269,0.26608648,0.103800417,0.251516127,0.101850458,0.700294816,0.038668775,0.26689174,0.847713842,0.943362853
I100287,AWMT554(2),230403,ASUT14,0.888031058,0.32339527,0.862724236,0.235551276,0.338819353,0.835223735,0.468516619,0.419598754,0.582047599,0.724571655,0.781322782,0.229465222,0.055401926
I59493,AWW96(2),220330,ASUT13,0.235921653,0.484579073,0.544798732,0.604883052,0.515268626,0.102063562,0.871637026,0.219893466,0.954003599,0.555706504,0.477321492,0.431013333,0.529752527
I59468,AWW71(2),220316,ASUT12,0.692272257,0.966778261,0.756091494,0.185468925,0.123202491,0.582061164,0.933917297,0.226615596,0.052132803,0.141198296,0.886595693,0.042411939,0.87330722
I59480,AWW83(2),220323,ASUT12,0.771349436,0.623016919,0.179196026,0.058429668,0.659361694,0.386659281,0.421618484,0.62664133,0.102248063,0.806651248,0.872692243,0.090952328,0.160271993
I59492,AWW95(2),220330,ASUT12,0.342157903,0.525620078,0.671086313,0.767940265,0.779587489,0.61919058,0.70079434,0.322471315,0.362693356,0.163925981,0.277447354,0.65500979,0.972711992
I60324,AWW109(2),220404,ASUT12,0.294563151,0.059680814,0.472341334,0.20292739,0.447966281,0.198276834,0.361716335,0.509140963,0.51940048,0.141702444,0.707356744,0.965860032,0.877990125
I62258,AWW122(2),220411,ASUT12,0.4815593,0.760814604,0.471840609,0.762018647,0.840656111,0.461045215,0.501180068,0.137209257,0.793940438,0.397410153,0.450804239,0.013518994,0.233235807
I64194,AWW137(2),220418,ASUT12,0.599520362,0.370013686,0.39640751,0.539134883,0.514787103,0.299747194,0.820050629,0.868153962,0.406360706,0.953439488,0.273046967,0.768888501,0.262004276
I66321,AWW151(2),220425,ASUT12,0.039279337,0.782653563,0.714655984,0.549400797,0.53577238,0.367681551,0.303969593,0.542135115,0.771704072,0.149161593,0.171314941,0.183810667,0.574342144
I68640,AWW165(2),220503,ASUT12,0.382185039,0.702551155,0.157553673,0.431275282,0.404446104,0.636438776,0.210514378,0.998517894,0.118620341,0.057500821,0.400152333,0.052209052,0.107823001
I71479,AWW179(2),220509,ASUT12,0.005963886,0.593616378,0.677098096,0.376976907,0.877699458,0.144174807,0.590122191,0.421650634,0.3499298,0.73031353,0.875585507,0.631137711,0.788028071
I77497,AWW202(2),220523,ASUT12,0.66100658,0.649562038,0.443931216,0.656202866,0.663597515,0.194491172,0.621023372,0.294763063,0.185508604,0.517900898,0.850389857,0.271405915,0.310825349
I80883,AWW214(2),220531,ASUT12,0.997526264,0.665344754,0.76037252,0.382156026,0.542834079,0.746891283,0.830820843,0.309752368,0.781065144,0.303869258,0.664973449,0.012006185,0.75566903
I80895,AWW226(2),220606,ASUT12,0.893508218,0.29210546,0.503946483,0.293288865,0.885625494,0.817425947,0.68454799,0.008983717,0.744529746,0.383546683,0.298188171,0.388519679,0.755220237
I82750,AWW240(2),220613,ASUT12,0.601104711,0.357211405,0.292850538,0.99628054,0.864042313,0.371676987,0.693054611,0.556707555,0.637732449,0.456854027,0.332669905,0.351975972,0.589314301
I83792,AWW253(2),220620,ASUT12,0.622594856,0.109443208,0.267289971,0.876611059,0.566293904,0.133491927,0.754199704,0.68821029,0.152660627,0.983294503,0.338769142,0.583197456,0.503062556
I84408,AWW266(2),220627,ASUT12,0.108680987,0.406109489,0.261630532,0.248401224,0.586991734,0.496631827,0.255455904,0.105179458,0.442513449,0.083583844,0.739494155,0.663029978,0.599085913
I85254,AWW278(2),220705,ASUT12,0.149063219,0.912350784,0.220436867,0.235845124,0.829308175,0.778254318,0.02929973,0.331811442,0.968997694,0.748382339,0.544055242,0.309295562,0.416494274
I88557,AWW291(2),220711,ASUT12,0.367683574,0.408404547,0.431573666,0.469549892,0.567386088,0.190930515,0.059007254,0.930510291,0.81510809,0.892017427,0.926834192,0.924711334,0.416236826
I88570,AWW304(2),220718,ASUT12,0.365494512,0.513856369,0.046566556,0.457825565,0.066643504,0.023671607,0.473491804,0.849866087,0.884258757,0.265947284,0.908218176,0.961555381,0.082617286
I88584,AWW318(2),220725,ASUT12,0.918048272,0.691832855,0.758336489,0.440198872,0.360029206,0.928147416,0.916477045,0.237991081,0.954329797,0.413757954,0.165233184,0.936548219,0.47045446
I89571,AWMT26(2),220816,ASUT12,0.366129853,0.328030135,0.102336188,0.231557697,0.931565134,0.78320662,0.09185064,0.437207474,0.819820908,0.931041841,0.626063761,0.292145272,0.95874694
I90679,AWMT58(2),220829,ASUT12,0.660386794,0.158265345,0.403681461,0.977018015,0.22952419,0.662846958,0.38335346,0.599860779,0.080375856,0.892275284,0.25262048,0.036793652,0.180509978
I91678,AWMT73(2),220906,ASUT12,0.723355595,0.311513577,0.799754484,0.063542823,0.600648118,0.098820419,0.630253226,0.915692226,0.642908303,0.346211365,0.716499203,0.648308342,0.711692697
I91693,AWMT88(2),220912,ASUT12,0.787710902,0.593575638,0.446493825,0.06393798,0.121183285,0.591197754,0.22947204,0.903024491,0.843976083,0.65017654,0.571184895,0.5817224,0.394756454
I91709,AWMT104(2),220919,ASUT12,0.402206642,0.110123216,0.672595521,0.477412408,0.598816013,0.025771341,0.408644397,0.149129615,0.45429458,0.796703437,0.682336743,0.981961005,0.215257944
I92511,AWMT135(2),221003,ASUT12,0.165862486,0.375111959,0.35109171,0.806177485,0.638566953,0.122378163,0.385596162,0.946847434,0.757511179,0.224460694,0.499058812,0.933334913,0.97391538
I93386,AWMT119(2),220926,ASUT12,0.77977538,0.681355545,0.040379213,0.101698911,0.523141518,0.175866797,0.477634508,0.627198594,0.367523307,0.633378713,0.60489714,0.063848124,0.822979145
I93402,AWMT151(2),221010,ASUT12,0.803950335,0.313317738,0.644999161,0.766607456,0.591300022,0.960124079,0.807431356,0.391700386,0.851603722,0.77371111,0.486603774,0.29474663,0.614875405
I93418,AWMT167(2),221017,ASUT12,0.350935333,0.714726372,0.201715783,0.324235134,0.885554916,0.708202499,0.746168687,0.595948469,0.235141366,0.103212635,0.993856279,0.43678108,0.757244165
I93722,AWMT183(2),221024,ASUT12,0.079004248,0.70836269,0.414902914,0.692486676,0.610417185,0.138956154,0.30876731,0.033629922,0.442134415,0.510783944,0.112657557,0.787492826,0.867323797
I94986,AWMT199(2),221031,ASUT12,0.388021345,0.285206307,0.759079559,0.805560891,0.56394382,0.360089189,0.031411849,0.23856424,0.821161905,0.048167588,0.525985314,0.816245741,0.262460369
I95387,AWMT215(2),221107,ASUT12,0.556015244,0.64044335,0.813193787,0.772501099,0.309230508,0.542992099,0.443517787,0.365948398,0.951924873,0.992106153,0.450037916,0.271159348,0.727923071
I95403,AWMT231(2),221114,ASUT12,0.190398763,0.628011711,0.089797068,0.979550523,0.407299817,0.516132812,0.312867154,0.063777914,0.592985174,0.014880369,0.461017011,0.44480116,0.136777276
I95419,AWMT247(2),221121,ASUT12,0.686940595,0.649982706,0.633644318,0.086985725,0.19159741,0.150182611,0.478500651,0.326137347,0.592355334,0.164222975,0.174175271,0.042480094,0.600037284
I97054,AWMT262(2),221129,ASUT12,0.62810502,0.643657234,0.589366188,0.798471222,0.54260787,0.774115578,0.998873901,0.462123159,0.066607274,0.796583345,0.435988265,0.289576937,0.034531155
I97069,AWMT277(2),221205,ASUT12,0.382881026,0.744286731,0.822573228,0.466819059,0.727284505,0.1624083,0.198446903,0.026601321,0.9821753,0.415479156,0.455134883,0.877592051,0.31423057
I97084,AWMT292(2),221212,ASUT12,0.970327334,0.795379681,0.108649989,0.180347112,0.360726215,0.179337226,0.290241867,0.473233524,0.139393357,0.691025779,0.084004889,0.919202202,0.497483906
I97551,AWMT308(2),221219,ASUT12,0.627520738,0.057370504,0.206083229,0.683025851,0.33738295,0.849642701,0.45298177,0.810824146,0.841992952,0.73019177,0.570607918,0.07081609,0.701203517
I97565,AWMT322(2),221228,ASUT12,0.060331112,0.217342309,0.033589572,0.140224258,0.547877507,0.254529322,0.395381897,0.846674006,0.014044034,0.713974495,0.53667285,0.200192583,0.479319785
I97581,AWMT338(2),230103,ASUT12,0.268244911,0.856366271,0.893106893,0.448836109,0.391369559,0.290455407,0.823451914,0.967602869,0.7377328,0.719783165,0.284888899,0.772805449,0.089499927
I98109,AWMT384(2),230123,ASUT12,0.389088462,0.022321914,0.526216717,0.314625675,0.464868561,0.854126479,0.618058757,0.325092994,0.83211604,0.838330683,0.501654012,0.844661446,0.755265488
I98701,AWMT447(2),230220,ASUT12,0.434213836,0.845980329,0.732368858,0.180198504,0.330909632,0.172882822,0.156310369,0.08591719,0.544322458,0.20826754,0.991854177,0.380840089,0.782414309
I99134,AWMT400(2),230130,ASUT12,0.137990735,0.779846375,0.73874345,0.348840783,0.296284972,0.110113155,0.362112324,0.058957569,0.494429488,0.585024038,0.588432826,0.617205142,0.342102215
I99149,AWMT415(2),230206,ASUT12,0.522517958,0.150652161,0.748340798,0.233678612,0.139440197,0.467669511,0.546318146,0.826862829,0.914697696,0.087765009,0.498523659,0.082068211,0.713823892
I99165,AWMT431(2),230213,ASUT12,0.892030148,0.407035319,0.007917012,0.229667336,0.176036924,0.544360249,0.242135361,0.986461259,0.716603684,0.805567459,0.381923809,0.578720057,0.878189381
I99794,AWMT463(2),230227,ASUT12,0.514134756,0.605844037,0.084630787,0.980685327,0.746475486,0.933458628,0.708257523,0.367242393,0.235973428,0.634979613,0.998983379,0.932664037,0.309267234
I99826,AWMT494(2),230313,ASUT12,0.915210411,0.489402312,0.074942335,0.846868289,0.366638758,0.508187147,0.739797217,0.400024891,0.067964249,0.853867534,0.750288631,0.815918594,0.138719479
I100112,AWMT512(2),230320,ASUT12,0.17428486,0.148149796,0.888480077,0.135960063,0.14916617,0.905964317,0.519608939,0.149711942,0.776961925,0.844636709,0.386855692,0.037131994,0.326303034
I100265,AWMT532(2),230327,ASUT12,0.334294283,0.778137573,0.31418698,0.038023758,0.833764564,0.045527776,0.725336753,0.844130763,0.033579677,0.115409738,0.818472695,0.152237409,0.131302078
I100284,AWMT551(2),230403,ASUT12,0.229884437,0.575039005,0.671120771,0.814251649,0.524116258,0.25765002,0.867973702,0.49068375,0.984297601,0.441124249,0.786251455,0.646011399,0.500891809
I57571,AWW47(2),220302,ASUT11,0.455409019,0.843892054,0.782586727,0.216694002,0.499008123,0.695750026,0.801878727,0.749327574,0.448651818,0.870859818,0.388774212,0.231696198,0.13201361
I57582,AWW58(2),220308,ASUT11,0.350305706,0.468527996,0.419505788,0.791358236,0.62400543,0.835405071,0.742667541,0.809519531,0.140930881,0.329099062,0.712092034,0.988824539,0.188228659
I59479,AWW82(2),220323,ASUT11,0.614025138,0.016570507,0.863536746,0.039208546,0.262840035,0.951373795,0.525104756,0.954835013,0.482776539,0.606457123,0.238682531,0.641984813,0.799362995
I59491,AWW94(2),220330,ASUT11,0.645623977,0.795817086,0.918718131,0.80940371,0.814301255,0.779188028,0.537357948,0.225087618,0.447685665,0.512385777,0.994064518,0.602447473,0.330533716
I60322,AWW108(2),220404,ASUT11,0.013012715,0.565411016,0.207143374,0.604929034,0.165816284,0.166949525,0.255536249,0.621832883,0.792184047,0.805584832,0.260694296,0.42940754,0.768901711
I62257,AWW121(2),220411,ASUT11,0.394728094,0.41472413,0.18326207,0.652757155,0.186909089,0.008020304,0.892328492,0.480447851,0.2388473,0.612805219,0.935941968,0.287042319,0.994600566
I64193,AWW136(2),220418,ASUT11,0.34397547,0.226507641,0.083910337,0.933895402,0.08752799,0.816888701,0.256668737,0.544349603,0.683455257,0.240878674,0.853588992,0.084996896,0.975392204
I66320,AWW150(2),220425,ASUT11,0.453467633,0.850796607,0.042852971,0.153981579,0.788507563,0.03099633,0.592933451,0.324037222,0.82625261,0.633177226,0.315375693,0.204360876,0.150150929
I68639,AWW164(2),220503,ASUT11,0.57343698,0.734056066,0.009323459,0.943643354,0.549879522,0.188876651,0.947685155,0.655124523,0.676624332,0.57007608,0.406895915,0.943758951,0.214585461
I71478,AWW178(2),220509,ASUT11,0.333094265,0.574834122,0.152095447,0.143364973,0.916413322,0.638114061,0.070296555,0.571974696,0.02354004,0.470486984,0.693050746,0.105458554,0.465271352
