COVIDSeq_Seq_ID,Sample_ID,Date,Site,BQ.1.1,XBB.1.5,BQ.1,XBB,BA.5,BN.1,BF.7,BA.2.75,BA.5.2.6,BF.11,BA.4.6,BA.2,BA.2.75.2,BA.4,BA.1.1,B.1.1.529,BA.2.12.1,Delta,Other_recombinants,Other,Filtered_reads
I99401,AWMT453,230227,ASUT05,0.119314098,0.951706705,0.356335427,0.329793492,0.031860093,0.063343474,0.060870591,0.610167386,0.538073478,0.75990197,0.743676677,0.566015966,0.940801018,0.166837898,0.563128643,0.126433498,0.663334108,0.141095752,0.112462294,0.865194092,0.22999695
I99402,AWMT454,230227,ASUT06,0.480686998,0.968264376,0.98398481,0.095144932,0.6472245,0.282508237,0.543749978,0.460929937,0.863242347,0.533133893,0.654023768,0.0067805,0.639554059,0.505717263,0.394055014,0.014697978,0.652990643,0.27686877,0.295240597,0.198287688,0.957360149
I99403,AWMT455,230227,ASUT02,0.798257744,0.261127452,0.838473949,0.148996104,0.104032558,0.795298473,0.468405485,0.294002231,0.603262067,0.690939368,0.703082159,0.006971615,0.120381152,0.024766148,0.480590761,0.26653489,0.970686655,0.870963472,0.227446411,0.901742705,0.89338124
I99404,AWMT456,230227,ASUT04,0.143335296,0.69004632,0.167316743,0.191961462,0.273453302,0.123729183,0.539766193,0.018584662,0.759739009,0.606094645,0.566080529,0.134522785,0.272544059,0.658666974,0.268839084,0.062994697,0.429008992,0.432997427,0.774328985,0.962708464,0.40758438
I99405,AWMT457,230227,ASUT03,0.335967206,0.39016073,0.427548233,0.915686807,0.865769947,0.008739399,0.868360247,0.590877196,0.157323561,0.996405445,0.653464031,0.305272032,0.434324238,0.798145013,0.729791803,0.217523994,0.678417651,0.551693272,0.927102105,0.363485324,0.210620237
I99406,AWMT458,230227,ASUT07,0.008241759,0.021533749,0.285340867,0.933592233,0.946133064,0.247094106,0.898150694,0.415610052,0.516012374,0.806145777,0.430614612,0.42457317,0.473759166,0.100763277,0.42712495,0.891192408,0.322383997,0.625698696,0.584361358,0.33594759,0.631179614
I99407,AWMT459,230227,ASUT08,0.867071287,0.053365836,0.028502732,0.031333643,0.124513019,0.056357443,0.315423963,0.977053042,0.583405942,0.371515613,0.895051174,0.017154514,0.216793054,0.739098415,0.769488451,0.393005559,0.769411289,0.906990086,0.127536196,0.669517253,0.28448514
I99408,AWMT460,230227,ASUT09,0.156441083,0.038274276,0.111407326,0.679700251,0.084864698,0.829222835,0.192015348,0.462806077,0.011453776,0.775460142,0.352553218,0.413094882,0.834355009,0.054550287,0.254228964,0.377409236,0.571204688,0.199551609,0.926373493,0.576075796,0.6319674
I99409,AWMT461,230227,ASUT10,0.001248014,0.34135711,0.192658827,0.694376201,0.838128849,0.999734008,0.859392845,0.27307129,0.139815661,0.490296983,0.76364902,0.888883164,0.661296899,0.935557362,0.506467054,0.936059751,0.052523171,0.191027186,0.134424477,0.116994081,0.851348586
I99410,AWMT462,230227,ASUT11,0.945316413,0.98025233,0.737443925,0.660328758,0.517824281,0.223137458,0.040254793,0.071434141,0.293216934,0.845720567,0.039360677,0.626745763,0.062779574,0.586625064,0.362366823,0.280546591,0.90438772,0.756629904,0.769131826,0.394568105,0.571455896
I99411,AWMT463,230227,ASUT12,0.191385677,0.821017729,0.441888599,0.051783573,0.364850745,0.779722817,0.783451266,0.289365776,0.102874258,0.970338168,0.439253263,0.678606021,0.44154836,0.00071686,0.383863704,0.853480536,0.88835748,0.667290562,0.141008307,0.647418695,0.953917083
I99412,AWMT464,230227,ASUT15,0.890356592,0.479569395,0.797803053,0.407611355,0.680044328,0.027540723,0.424780461,0.59038472,0.729848332,0.176512994,0.866666708,0.369072227,0.693002308,0.282585289,0.037355429,0.229223445,0.637187558,0.8126166,0.350795263,0.695155395,0.48358489
I99413,AWMT465,230227,ASUT14,0.668312049,0.607500106,0.847014286,0.815920644,0.223235629,0.916488898,0.456328424,0.119560399,0.720549663,0.753190359,0.948837857,0.919017882,0.154966453,0.78449173,0.367296325,0.495810788,0.718647646,0.563753265,0.91921227,0.556721287,0.071472854
I99414,AWMT466,230227,ASUT16,0.512876046,0.351057002,0.531513883,0.463114922,0.330302643,0.0469667,0.580095293,0.268473599,0.067767709,0.929229602,0.515121932,0.624519141,0.686315838,0.212744203,0.970601603,0.068172408,0.698028468,0.031842769,0.805891098,0.17009253,0.360404253
I99415,AWMT467,230227,ASUT17,0.185906079,0.299809753,0.584781718,0.538239671,0.998122108,0.437986132,0.619975082,0.611668618,0.628376284,0.857156918,0.31313916,0.987950405,0.960384584,0.824510864,0.803851643,0.724352628,0.284159212,0.833819561,0.203938089,0.411381277,0.290900314
I99673,AWMDT4,230301,ASUDT01,0.309977111,0.456357297,0.217589632,0.322158083,0.099861323,0.415515128,0.519490025,0.487330864,0.274721207,0.506671968,0.686731166,0.067072883,0.057493003,0.900596426,0.794479518,0.556158485,0.046425008,0.299344745,0.480942618,0.813497523,0.447703577
I99735,AWMW10,230301,ASUW01,0.990605715,0.639025753,0.234302024,0.443063201,0.041432012,0.286358828,0.819315778,0.880263858,0.430817674,0.406249902,0.953732814,0.803894924,0.658482833,0.611214519,0.172266994,0.933007965,0.122617151,0.409714765,0.996194812,0.887272855,0.776272657
I99736,AWMW11,230301,ASUW02,0.900449648,0.485218724,0.676875775,0.303918078,0.317339189,0.137097175,0.865829641,0.972370929,0.007833755,0.002647518,0.289420351,0.073526787,0.16714095,0.282327458,0.057059094,0.954800587,0.419316682,0.093981263,0.449452456,0.72280208,0.412731344
I99737,AWMW12,230301,ASUW03,0.483886373,0.432248646,0.646197534,0.53826168,0.233824177,0.75986009,0.792202555,0.621153785,0.534688547,0.76152286,0.873764452,0.855281126,0.01060492,0.761594066,0.814046968,0.215153012,0.788014695,0.738657574,0.623222928,0.058257655,0.562406353
I99682,AWMP35,230306,ASUP01,0.253666644,0.893027216,0.495440647,0.911840369,0.765832254,0.759086427,0.885662868,0.666597625,0.753892858,0.696990604,0.696843597,0.536788641,0.48432268,0.045338743,0.484712474,0.428320016,0.46915925,0.530635538,0.809154862,0.339407047,0.535688466
I99683,AWMP36,230306,ASUP02,0.839897307,0.398668957,0.950180395,0.613131703,0.125839524,0.360847939,0.469067589,0.755481169,0.985718174,0.772485411,0.958422081,0.689798736,0.743815232,0.295853649,0.396499026,0.836126268,0.379045149,0.116476282,0.732418192,0.091049905,0.3273549
I99678,AWMP37,230306,ASUP03,0.285207929,0.214980791,0.606199511,0.207773344,0.934770605,0.208617612,0.207220755,0.083552228,0.983069038,0.842429911,0.184243295,0.888290009,0.909758765,0.363020967,0.414744055,0.529133999,0.923953896,0.144469615,0.659367919,0.077843456,0.853007696
I99684,AWMP38,230306,ASUP04,0.254392012,0.425297079,0.235966735,0.095492313,0.138584919,0.640061115,0.427967254,0.915487583,0.652356552,0.649511307,0.272165194,0.387311138,0.68714858,0.249870615,0.189835208,0.386326347,0.400671773,0.960232469,0.64482411,0.209309152,0.430671721
I99685,AWMP39,230306,ASUP05,0.34107079,0.12448252,0.595113053,0.579912861,0.918640139,0.050702504,0.206804294,0.721735684,0.294928644,0.775336702,0.697937326,0.129093762,0.07089981,0.294582145,0.12398439,0.086828909,0.117926357,0.016856935,0.459425523,0.453419367,0.225777745
I99686,AWMP40,230306,ASUP06,0.915927704,0.342440809,0.590164077,0.401484515,0.549644555,0.712428744,0.965254511,0.762951726,0.877354841,0.264611939,0.39854601,0.659853169,0.95508621,0.700388354,0.881483042,0.365811522,0.858697206,0.389270094,0.483252257,0.097349192,0.804357445
I99687,AWMP41,230306,ASUP07,0.701115571,0.124014644,0.912330551,0.538850236,0.698096945,0.619933553,0.885533079,0.854628759,0.134678911,0.548946983,0.2600666,0.051526564,0.056833449,0.521764336,0.605751008,0.441253282,0.523168632,0.37446991,0.223291415,0.133121549,0.643067968
I99695,AWMT468,230306,ASUT01,0.570068718,0.708584287,0.353248194,0.827222172,0.272949716,0.566042725,0.133249931,0.79679562,0.415102328,0.741569442,0.131980629,0.852275584,0.154358442,0.668136415,0.082478171,0.754102069,0.944656618,0.809032451,0.068866506,0.493574154,0.394160863
I99696,AWMT469,230306,ASUT05,0.483061752,0.516051181,0.934373503,0.360699151,0.441079437,0.073285483,0.65814874,0.570756225,0.199209383,0.282234741,0.670124485,0.559832469,0.381954355,0.920750834,0.457595642,0.185693496,0.009866129,0.005787158,0.188303722,0.363363574,0.840457319
I99697,AWMT470,230306,ASUT06,0.128036571,0.273233998,0.113702921,0.064484772,0.625905112,0.878129108,0.390803831,0.87543563,0.754877835,0.511792495,0.626921288,0.178569377,0.380378259,0.760726702,0.871226361,0.053421388,0.977896337,0.68369206,0.409191502,0.983666478,0.807781129
I99698,AWMT471,230306,ASUT02,0.108559978,0.488130524,0.01695766,0.777712168,0.014461437,0.683670675,0.116404456,0.870624511,0.485734042,0.164614012,0.71578808,0.815790076,0.289479464,0.802538873,0.079932998,0.221995614,0.008370105,0.641048233,0.938397962,0.922666431,0.830980107
I99703,AWMT472,230306,ASUT04,0.854388144,0.607115883,0.432708807,0.644070219,0.740841499,0.200474525,0.152287549,0.878416424,0.717633376,0.470365157,0.942678381,0.650789174,0.060308013,0.08009877,0.245380105,0.595325522,0.757071155,0.830766184,0.712260878,0.838288679,0.760009157
I99704,AWMT473,230306,ASUT03,0.712148529,0.305385837,0.5675109,0.865911891,0.572464672,0.944113085,0.19618549,0.708054714,0.104150055,0.557787549,0.668353699,0.257412508,0.639908032,0.094747265,0.183560661,0.553541573,0.029785871,0.580572679,0.042249419,0.528157999,0.175277251
I99705,AWMT474,230306,ASUT07,0.997272661,0.431422384,0.170119445,0.980122251,0.466784195,0.2338499,0.075634803,0.046107693,0.078898366,0.876479369,0.979696086,0.319546914,0.985809631,0.691482241,0.257897008,0.47770537,0.288117346,0.227013022,0.791601525,0.163138262,0.336180409
I99706,AWMT475,230306,ASUT08,0.838280471,0.229086339,0.182168499,0.586513687,0.19075678,0.195361692,0.971712121,0.764736252,0.284291048,0.95162682,0.197008169,0.227375407,0.05786401,0.932427914,0.224284499,0.378496516,0.067020317,0.473494683,0.884791776,0.432458872,0.66270515
I99707,AWMT476,230306,ASUT09,0.431309198,0.751440335,0.247348529,0.541906357,0.571599787,0.786598476,0.953744434,0.727666584,0.088696772,0.747492564,0.940116831,0.403839354,0.519758168,0.555498087,0.235094386,0.832987639,0.002777634,0.794021779,0.133068499,0.951821413,0.553764608
I99708,AWMT477,230306,ASUT11,0.206999199,0.930109634,0.007170796,0.572455774,0.183881698,0.091835778,0.774017721,0.081093956,0.483610894,0.297710149,0.386559048,0.484968875,0.946299626,0.023380353,0.349979039,0.852215907,0.551306832,0.373615231,0.499311901,0.156858428,0.36406026
I99709,AWMT478,230306,ASUT12,0.778369363,0.457580588,0.39046286,0.6255522,0.297577527,0.631587549,0.786886615,0.816576063,0.997921739,0.707882353,0.744785465,0.09040268,0.711233286,0.128152335,0.478413145,0.752730725,0.569936229,0.439019538,0.537043809,0.454892482,0.849687791
I99710,AWMT479,230306,ASUT15,0.215237925,0.817521557,0.8129453,0.758840965,0.972983923,0.08415014,0.315443482,0.577613067,0.014109287,0.147244557,0.515275512,0.477264492,0.386030089,0.799555015,0.30900717,0.47001083,0.671421923,0.220627498,0.981110501,0.937758881,0.828730876
I99711,AWMT480,230306,ASUT14,0.429570665,0.528134806,0.715719763,0.112793098,0.937693115,0.160423143,0.205665879,0.751007962,0.795934389,0.105274009,0.892952648,0.952169367,0.863585962,0.84370888,0.884442049,0.453263189,0.70981528,0.93507247,0.248568326,0.430786681,0.344537555
I99712,AWMT481,230306,ASUT16,0.460874454,0.745068026,0.690929736,0.063843389,0.927091797,0.869027641,0.302436882,0.034078922,0.438527392,0.275473438,0.951427299,0.41122275,0.548545666,0.790567027,0.110832041,0.770569923,0.603280904,0.546612815,0.731930078,0.184130396,0.923036923
I99713,AWMT482,230306,ASUT17,0.330010908,0.864494279,0.251075602,0.4380786,0.787146662,0.952366027,0.559803625,0.385356978,0.14764784,0.266556146,0.147102558,0.705330179,0.98538088,0.461576859,0.164962255,0.053255887,0.355618616,0.288732031,0.344555243,0.570267796,0.641377409
I99674,AWMDT5,230308,ASUDT01,0.278739257,0.369038251,0.745942991,0.130282696,0.135644115,0.595570891,0.218823638,0.781356879,0.45061591,0.049983295,0.243131528,0.479519909,0.137149214,0.233905734,0.180001326,0.392837175,0.219153477,0.843494461,0.542804959,0.206512465,0.952721464
I99675,AWMDT6,230308,ASUDT02,0.973539626,0.457186405,0.073675294,0.604126107,0.662847231,0.512272521,0.4503305,0.660563037,0.944043041,0.3530088,0.120114155,0.112850739,0.898447313,0.587408532,0.25250449,0.582296825,0.008827021,0.040837595,0.235299621,0.776265976,0.768918166
I99738,AWMW13,230308,ASUW01,0.047975192,0.230789929,0.783025014,0.117708949,0.647365576,0.169504066,0.81985595,0.342649454,0.093334909,0.073488507,0.106748997,0.027332437,0.585105668,0.658582797,0.103770409,0.480482788,0.494051818,0.21942732,0.151609132,0.634968228,0.462915112
I99739,AWMW14,230308,ASUW02,0.111552918,0.462879111,0.58976402,0.675741718,0.819895137,0.823733031,0.642776558,0.161472336,0.212374633,0.37703335,0.854164927,0.329401893,0.163809172,0.365701871,0.358329248,0.752235664,0.39173616,0.171004847,0.911145469,0.575456376,0.480801727
I99740,AWMW15,230308,ASUW03,0.632391163,0.630009049,0.45222299,0.934821533,0.600320201,0.932480792,0.46864719,0.33500317,0.225936368,0.297803347,0.938334599,0.753661587,0.607570377,0.521120211,0.998011715,0.816311183,0.287898671,0.894664048,0.442620373,0.695632011,0.012260122
I99741,AWMW16,230308,ASUW04,0.376357978,0.910365314,0.714351054,0.097674564,0.577077307,0.903588788,0.170565216,0.738764577,0.632141218,0.654275893,0.058749579,0.81606644,0.633849067,0.936694851,0.124173914,0.209679906,0.954995064,0.274154366,0.778524444,0.469042992,0.130456017
I99742,AWMW17,230308,ASUW05,0.125119796,0.12792986,0.708591475,0.815475156,0.540778634,0.100510416,0.403581256,0.072326408,0.874901156,0.583789042,0.124417723,0.012786888,0.26152898,0.511159784,0.06680227,0.731805293,0.41919751,0.903707311,0.2954182,0.791029322,0.746552098
I99688,AWMP42,230313,ASUP01,0.23482076,0.624412093,0.834607555,0.354675391,0.449658754,0.709306759,0.45759368,0.893473083,0.779501535,0.023373305,0.382181492,0.128079115,0.054418245,0.377168706,0.171514598,0.511234117,0.89333584,0.94604743,0.735361352,0.174438903,0.854393958
I99689,AWMP43,230313,ASUP02,0.862379248,0.1600972,0.305347168,0.415644635,0.883616082,0.740308839,0.727756833,0.905553381,0.948619228,0.268280964,0.118091917,0.448763463,0.695093837,0.284228501,0.921561676,0.129459569,0.037621537,0.591178215,0.97135236,0.195333196,0.155791913
I99690,AWMP44,230313,ASUP03,0.760954356,0.57155652,0.047483663,0.204925285,0.630730892,0.480981262,0.075090181,0.470127243,0.813788079,0.908619208,0.178687128,0.096284656,0.407004327,0.26398889,0.152392034,0.382409277,0.468260316,0.107908326,0.718413865,0.036842868,0.633282293
I99691,AWMP45,230313,ASUP04,0.475725904,0.300788455,0.856469627,0.220892646,0.221844811,0.489196155,0.995896683,0.243488931,0.643496931,0.950615598,0.119782569,0.114520726,0.478660237,0.574170476,0.902515465,0.916787679,0.019218339,0.128752727,0.101636847,0.614389225,0.315970551
I99692,AWMP46,230313,ASUP05,0.074364387,0.203969674,0.331101887,0.950956434,0.232210636,0.785911354,0.699060295,0.742598827,0.85149069,0.519078046,0.817818844,0.169875082,0.143869988,0.71321363,0.03789352,0.432325147,0.355253275,0.424717843,0.094409018,0.402287595,0.028871689
I99693,AWMP47,230313,ASUP06,0.73402256,0.190139568,0.624380157,0.284184979,0.618287262,0.616488033,0.860791564,0.403577707,0.717861126,0.461555952,0.93248733,0.790959196,0.751896041,0.200961349,0.198590702,0.805745379,0.817344067,0.505509506,0.874992788,0.213628757,0.861315395
I99694,AWMP48,230313,ASUP07,0.354177137,0.275555692,0.198968213,0.656531146,0.66817725,0.22216506,0.193126825,0.917812405,0.394557941,0.471153045,0.006311905,0.024947367,0.563662882,0.562825997,0.3503055,0.694527964,0.703481897,0.213145331,0.539540799,0.126923184,0.673892535
I99715,AWMT484,230313,ASUT05,0.961956415,0.156919233,0.197953985,0.191993319,0.200649349,0.83022752,0.317202621,0.266988994,0.865107362,0.379611925,0.595196182,0.355370107,0.70388368,0.512253131,0.281284048,0.796767489,0.903513083,0.147688062,0.235742865,0.519573711,0.917656936
I99716,AWMT485,230313,ASUT06,0.467232045,0.874542393,0.266804632,0.099197999,0.819999422,0.742751869,0.084963878,0.825746606,0.164572552,0.360905427,0.738693777,0.017988677,0.831927922,0.349711893,0.717679768,0.429769647,0.971828557,0.980617145,0.290385651,0.923051506,0.757012175
I99717,AWMT486,230313,ASUT02,0.759034664,0.954751838,0.455403952,0.016552843,0.558197361,0.252096057,0.575700038,0.727715449,0.452601107,0.38900218,0.789553615,0.544174817,0.593923552,0.675630087,0.866255322,0.954207484,0.894711689,0.101048048,0.494774983,0.950169949,0.072043223
I99718,AWMT487,230313,ASUT04,0.797417369,0.128081552,0.207332413,0.138981922,0.929213175,0.771551496,0.125631915,0.914365255,0.254845223,0.625646104,0.925186724,0.090130266,0.39776202,0.632082713,0.406958696,0.419251758,0.506875069,0.976494754,0.655843123,0.954033094,0.337390874
I99719,AWMT488,230313,ASUT03,0.959776785,0.653891166,0.103260961,0.05403866,0.485297634,0.087269889,0.592194457,0.829653221,0.035944812,0.575842417,0.429448586,0.864277873,0.240992028,0.785387912,0.442295765,0.995316,0.190894182,0.903012793,0.955867383,0.265639367,0.290289313
I99721,AWMT490,230313,ASUT08,0.941968472,0.066633454,0.64805849,0.012236382,0.844000865,0.235166345,0.747846841,0.310729217,0.966154246,0.123565563,0.031223702,0.97466318,0.948581601,0.076583695,0.888706442,0.550056655,0.47606949,0.009797431,0.517849266,0.429643818,0.424662522
I99722,AWMT491,230313,ASUT09,0.258982598,0.700108367,0.057740054,0.279252937,0.51297423,0.224314469,0.29725177,0.038047269,0.041367107,0.218120802,0.552643179,0.028353776,0.746658961,0.333341202,0.440255583,0.779535216,0.94697897,0.757550473,0.451288295,0.215851544,0.480000042
I99723,AWMT492,230313,ASUT10,0.077460685,0.422765176,0.487835529,0.721327467,0.39781503,0.508529675,0.565517995,0.922189936,0.680614264,0.065428273,0.001225805,0.597569506,0.208438692,0.215694877,0.650185195,0.472418808,0.276131653,0.912075201,0.746404853,0.602599936,0.414349915
I99724,AWMT493,230313,ASUT11,0.605436792,0.988101076,0.786398149,0.609103475,0.511573869,0.443857346,0.722639188,0.037636773,0.400133334,0.46532576,0.538745462,0.461578002,0.484994771,0.780242423,0.944950658,0.807733737,0.885193767,0.84788486,0.277902895,0.382025165,0.430072228
I99725,AWMT494,230313,ASUT12,0.504482944,0.566018309,0.066316488,0.480370222,0.38133642,0.599972674,0.88301392,0.352767329,0.320176438,0.575508928,0.163762986,0.20948045,0.292952427,0.001634004,0.553240929,0.399912697,0.437376032,0.099850255,0.209319368,0.346121005,0.769252315
I99726,AWMT495,230313,ASUT15,0.232043279,0.02666074,0.668132863,0.845438503,0.152271919,0.751265095,0.870827662,0.394206363,0.727894272,0.248148152,0.55038769,0.371780769,0.702725277,0.291159819,0.220470156,0.339065801,0.893160711,0.268848019,0.81786678,0.320643914,0.632065384
I99727,AWMT496,230313,ASUT14,0.041997006,0.242840036,0.559883107,0.556927671,0.000605722,0.571049773,0.215797748,0.318642211,0.119273885,0.312274127,0.332231298,0.420206185,0.498575292,0.522670882,0.555685318,0.77205327,0.569634127,0.186758013,0.912591188,0.752580344,0.954545387
I99728,AWMT497,230313,ASUT16,0.910148115,0.345709774,0.199094259,0.330196456,0.283560876,0.470983541,0.205228458,0.948613154,0.521648643,0.959980563,0.635373732,0.182486748,0.023637064,0.150241342,0.986078148,0.766847815,0.778196243,0.677944362,0.606028523,0.642275529,0.419418017
I99729,AWMT498,230313,ASUT17,0.14681145,0.282139539,0.561288493,2.04E-05,0.690926904,0.781825068,0.472294223,0.032013001,0.918881072,0.776189391,0.206660471,0.502322356,0.506729204,0.79275184,0.617149544,0.198742268,0.636436216,0.134524551,0.118814298,0.50714693,0.316783139
I100027,AWMDT7,230315,ASUDT01,0.92189315,0.905627316,0.906530271,0.572119099,0.205641101,0.688214054,0.338528442,0.103246404,0.576108537,0.695287638,0.381612369,0.968927145,0.115252557,0.398780333,0.655004544,0.942646284,0.660694917,0.212493189,0.257870633,0.397182495,0.124460672
I100028,AWMDT8,230315,ASUDT02,0.474361605,0.31418012,0.795040776,0.014541418,0.63130397,0.899205053,0.431178926,0.027020414,0.613763069,0.030176885,0.365346746,0.010506408,0.051795745,0.908792143,0.869757264,0.997997525,0.690297831,0.351763162,0.873259953,0.974416947,0.586382393
I100029,AWMW18,230315,ASUW01,0.270165728,0.199015019,0.962494956,0.060967713,0.598496152,0.870393178,0.842913386,0.717353649,0.509335759,0.807431669,0.37188266,0.276979742,0.39581511,0.528100643,0.351921644,0.290259111,0.359319711,0.765355216,0.626970022,0.33231493,0.063998009
I100030,AWMW19,230315,ASUW02,0.914050207,0.877992969,0.248933185,0.74307228,0.494005729,0.182963978,0.229873014,0.401431996,0.542703382,0.861517322,0.606959791,0.611333855,0.040886215,0.943537793,0.837518415,0.796886157,0.016403388,0.799836357,0.716294888,0.384356054,0.568144926
I100031,AWMW20,230315,ASUW03,0.948154155,0.442453035,0.165892546,0.684503345,0.966502586,0.765081323,0.685792673,0.471123018,0.180135591,0.493566081,0.562505693,0.690291754,0.844214939,0.646868846,0.01079462,0.026075186,0.262228497,0.92929694,0.649091165,0.746360124,0.849574644
I100032,AWMW21,230315,ASUW04,0.735684451,0.732015285,0.717233788,0.488421322,0.683901933,0.528826078,0.013986658,0.289523101,0.319205696,0.536027449,0.290157355,0.822880884,0.859948557,0.095515914,0.899818761,0.476161714,0.503356874,0.641068475,0.681433743,0.096108189,0.794535001
I100033,AWMW22,230315,ASUW05,0.518063444,0.048970592,0.48999644,0.96050496,0.225233521,0.951952369,0.563284435,0.802259311,0.395187581,0.078647204,0.946346482,0.752890708,0.043637901,0.110909732,0.510278846,0.68515632,0.59771376,0.324103374,0.565773315,0.334656555,0.517267405
I100019,AWMP49,230320,ASUP01,0.860286939,0.683462261,0.324941001,0.603399068,0.164807865,0.443894643,0.063573696,0.645767992,0.851606924,0.723922488,0.955695207,0.522574531,0.745745154,0.350948563,0.704692925,0.584550621,0.455463334,0.983536053,0.029554048,0.408070278,0.01058553
I100020,AWMP50,230320,ASUP02,0.809378679,0.582937792,0.227757352,0.66703931,0.647735717,0.09938097,0.278867719,0.361698858,0.590430572,0.385213034,0.701383998,0.842932282,0.906977589,0.762301862,0.348276851,0.468348293,0.516935913,0.783591686,0.117474355,0.46049667,0.448584975
I100021,AWMP51,230320,ASUP03,0.458939911,0.512363779,0.594537056,0.19191424,0.408791766,0.091533509,0.526211063,0.868325765,0.012845102,0.201799086,0.16634321,0.52455204,0.471942164,0.038776723,0.274808929,0.756223806,0.566159154,0.426216388,0.697094558,0.482586068,0.449029023
I100022,AWMP52,230320,ASUP04,0.726194058,0.919820403,0.058118075,0.589899247,0.144839786,0.683085843,0.837079708,0.245068516,0.77691352,0.245010675,0.847012197,0.843725185,0.946550603,0.577647813,0.198077812,0.84981216,0.330505775,0.799679891,0.046649061,0.61577172,0.487515935
I100023,AWMP53,230320,ASUP05,0.144492519,0.815144607,0.715209119,0.123307968,0.479986851,0.790798786,0.321596286,0.802167452,0.475941843,0.945406031,0.882454183,0.647670735,0.229645843,0.900225928,0.023415138,0.210118784,0.233792528,0.873858626,0.034896255,0.706702942,0.612623055
I100024,AWMP54,230320,ASUP06,0.008915831,0.866109669,0.917753543,0.336915114,0.321475703,0.393683856,0.745292896,0.294431304,0.938196696,0.622082561,0.470953418,0.059953401,0.410878177,0.337858557,0.951057899,0.713285738,0.824140743,0.461325977,0.896653596,0.320043865,0.240351457
I100025,AWMP55,230320,ASUP07,0.441818523,0.890163677,0.052056394,0.961060751,0.412328262,0.109108418,0.549507549,0.933510743,0.985635838,0.108445749,0.460338743,0.656812596,0.610993997,0.382362318,0.867808303,0.955304736,0.780507817,0.186772517,0.35530122,0.752035401,0.149119948
I100026,AWMP56,230320,ASUP08,0.000856189,0.508604908,0.28615351,0.638534932,0.820119642,0.260517409,0.658610746,0.11505467,0.570917868,0.750604865,0.897591375,0.609500889,0.994952368,0.354506007,0.611947537,0.142162773,0.681397238,0.698959028,0.475298665,0.620146947,0.364880764
I99999,AWMT499,230320,ASUT18,0.274374455,0.636767741,0.776700678,0.229827768,0.770032362,0.562353351,0.152034077,0.050296137,0.141943523,0.475877371,0.74271357,0.888338151,0.015494644,0.059339052,0.302286043,0.240909167,0.619796452,0.121588896,0.958017501,0.657452979,0.721736976
I100000,AWMT500,230320,ASUT01,0.620414146,0.585602401,0.934544729,0.374276271,0.334431718,0.78923345,0.784362623,0.315551321,0.32078277,0.14249087,0.852000379,0.419328396,0.352255137,0.327217412,0.62408582,0.515162987,0.204437305,0.416125243,0.442166902,0.407784762,0.946361467
I100001,AWMT501,230320,ASUT05,0.970451935,0.257367303,0.756271321,0.369589186,0.569336927,0.317432403,0.88939106,0.301135628,0.575362004,0.054597955,0.476238161,0.649304387,0.879426786,0.846880934,0.691765858,0.386049583,0.728163206,0.675672684,0.914343787,0.161439299,0.721173568
I100002,AWMT502,230320,ASUT06,0.998627807,0.639431738,0.730145954,0.739341795,0.470860615,0.486104684,0.820798936,0.890239974,0.140750687,0.942795372,0.396665904,0.38067709,0.886898275,0.819626604,0.767846912,0.829351123,0.773096455,0.643428709,0.950916686,0.935580248,0.622956836
I100003,AWMT503,230320,ASUT02,0.430997717,0.081672057,0.075169376,0.308258793,0.681920994,0.416923009,0.632228535,0.459392746,0.770026963,0.527875069,0.737727993,0.154552319,0.430580037,0.553664707,0.434786413,0.971735859,0.728223499,0.009082899,0.271848729,0.034926062,0.25022987
I100004,AWMT504,230320,ASUT04,0.290230831,0.125656904,0.791185167,0.032034406,0.86766314,0.875381981,0.66547945,0.62263579,0.629354452,0.951383886,0.493562077,0.156649354,0.206260958,0.431638183,0.195458005,0.587197952,0.34456332,0.995635926,0.551137687,0.954823418,0.866395288
I100005,AWMT505,230320,ASUT03,0.993826764,0.943329774,0.446847627,0.819959894,0.292523655,0.315824462,0.59956235,0.169826412,0.60322689,0.056292882,0.909393633,0.351211855,0.193429085,0.427297024,0.474450477,0.819559645,0.817362104,0.54461086,0.149107734,0.978454928,0.733200446
I100006,AWMT506,230320,ASUT07,0.243846878,0.605743778,0.796210894,0.912925891,0.026982092,0.922469447,0.936442329,0.682331337,0.6453024,0.323381149,0.498588261,0.458450241,0.232014296,0.814887896,0.803346005,0.069268705,0.868282057,0.018907945,0.239942613,0.759844213,0.888822399
I100007,AWMT507,230320,ASUT08,0.072720425,0.32063776,0.633066816,0.24152431,0.766746047,0.755989815,0.013428417,0.190727048,0.302167742,0.468968686,0.751506478,0.826388335,0.169639449,0.570392533,0.224465386,0.295016666,0.85079582,0.555297652,0.544805667,0.472697867,0.956839332
I100008,AWMT508,230320,ASUT09,0.794545495,0.615118494,0.281533874,0.485213061,0.556648939,0.602448269,0.884263449,0.27502706,0.08381328,0.410209496,0.340223801,0.992488481,0.934609491,0.011479029,0.371496442,0.138294206,0.774002704,0.692563048,0.597517428,0.595330662,0.889188094
I100009,AWMT509,230320,ASUT10,0.687181709,0.774683999,0.110300393,0.900383543,0.390410596,0.942936568,0.423704656,0.407237456,0.481159127,0.699325244,0.460821042,0.228243217,0.360293951,0.630539935,0.926621169,0.713710356,0.744473664,0.912664891,0.367897935,0.377900916,0.997515496
